0,1,0,"20181101","20181101",808093,"140009","","","82","82",0,"","000084",0,"MWS)月額用販売手数料",0,"32",0,0,1,"月",0,0,0,0,2,0,"","","","",0,0,0,0,0,0,0,8,0,"","",0,""
0,1,0,"20181101","20181101",808093,"140009","","","82","82",0,"","000014",4,"あおぞら歯科医院様分",0,"0",0,0,0,"",0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,"","",0,""
0,1,0,"20181101","20181101",808093,"140009","","","82","82",0,"","000014",4,"得意先No. 010222",0,"0",0,0,0,"",0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,"","",0,""
0,1,0,"20181101","20181101",808094,"020036","","","81","81",0,"","000084",0,"MWS)月額用販売手数料",0,"2",0,0,1,"月",0,0,0,0,2,0,"","","","",0,0,0,0,0,0,0,8,0,"","",0,""
0,1,0,"20181101","20181101",808094,"020036","","","81","81",0,"","000014",4,"秋田歯科医院様分",0,"0",0,0,0,"",0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,"","",0,""
0,1,0,"20181101","20181101",808094,"020036","","","81","81",0,"","000014",4,"得意先No. 010009",0,"0",0,0,0,"",0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,"","",0,""
0,1,0,"20181101","20181101",808098,"210021","","","82","82",0,"","000084",0,"MWS)月額用販売手数料",0,"32",0,0,1,"月",0,0,0,0,2,0,"","","","",0,0,0,0,0,0,0,8,0,"","",0,""
0,1,0,"20181101","20181101",808098,"210021","","","82","82",0,"","000014",4,"石井歯科医院様分",0,"0",0,0,0,"",0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,"","",0,""
0,1,0,"20181101","20181101",808098,"210021","","","82","82",0,"","000014",4,"得意先No. 020093",0,"0",0,0,0,"",0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,"","",0,""
0,1,0,"20181101","20181101",808099,"310063","","","83","83",0,"","000084",0,"MWS)月額用販売手数料",0,"31",0,0,1,"月",0,0,0,0,2,0,"","","","",0,0,0,0,0,0,0,8,0,"","",0,""
