;商品コード,商品名,システム区分,マスター区分,在庫管理,実績管理,単位,入数,規格・型番,色,ｻｲｽﾞ,商品区分１コード,商品区分２コード,商品区分３コード,商品区分４コード,商品区分５コード,税区分,税込区分,単価小数桁,数量小数桁,標準価格,原価,売価１,売価２,売価３,売価４,売価５,倉庫コード,主仕入先コード,在庫単価,仕入単価,売上計算式,仕入計算式,商品項目１,商品項目２,商品項目３,使用区分,商品ｺｰﾄﾞ2,商品ｺｰﾄﾞ3,入数小数桁,箱数小数桁,数量端数,有効期間開始日,有効期間終了日,コメント,商品名２,単位区分２入数,単位区分２単位,単位区分２単位コメント,単位区分３入数,単位区分３単位,単位区分３単位コメント,単位区分４入数,単位区分４単位,単位区分４単位コメント,単位区分５入数,単位区分５単位,単位区分５単位コメント,売上単位区分,仕入単位区分,ロット管理,仕入税込区分,売上税種別,仕入税種別,税種別切替
011275,日立GST(HD) HDS722512VLAT20,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,15470,10829,15470,15470,12376,0,0,0000,,10315,10829,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011276,ﾏｲｸﾛｿﾌﾄ WINXP PRO UPG SP2/E85-02889,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,29060,20342,29060,29060,23248,0,0,0000,,40095,20342,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011277,SANWA(耐震用固定ﾌｯﾄ) QL-57,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,2800,1960,2800,2800,2240,0,0,0000,,1540,1540,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011278,SANWA(耐震用ｽﾄｯﾊﾟｰ) QL-55,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,2980,2086,2980,2980,2384,0,0,0000,,1630,1639,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011279,SANWA(耐震用ｽﾄｯﾊﾟｰ) QL-60,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,3500,2450,3500,3500,2800,0,0,0000,,1920,1925,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011280,日立 PC8NE1-XFH22CAB0(FLORA270W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,221000,154700,221000,221000,176800,0,0,0000,,142840,154700,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011281,日立 PC8NB6-XF5D2HAB0(FLORA270W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,211000,147700,211000,211000,168800,0,0,0000,,116100,147700,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011282,NEC PC-VJ16FRFEWLLRMSZAZ,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,250000,175000,250000,250000,200000,0,0,0000,,237500,175000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011283,ﾊﾞｯﾌｧﾛｰ(HD) HD-NH40/U,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,15700,10990,15700,15700,12560,0,0,0000,,10804,10990,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011284,ﾛｱｽ(OAﾗｯｸ) RUN-105,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,19800,13860,19800,19800,15840,0,0,0000,,9900,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011285,ﾜｺﾑ(液晶ﾍﾟﾝﾀﾌﾞﾚｯﾄ) DTI-520/L0,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,117000,81900,117000,117000,93600,0,0,0000,,78000,81900,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011286,ﾊﾞｯﾌｧﾛｰ(HD) HD-PH40U2/BST,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,18900,13230,18900,18900,15120,0,0,0000,,13986,13230,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011287,SANWA(ﾜｲﾔﾚｽﾏｳｽ) MA-WIH2DS,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,6500,4550,6500,6500,5200,0,0,0000,,3570,4550,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011288,DELL DIMENSION 4700C ﾋﾞｼﾞﾈｽﾊﾟｯｹｰｼﾞ,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,108524,108524,108524,108524,108524,0,0,0000,,108524,75966,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011289,SANWA(10BASE-Tｹｰﾌﾞﾙ)KB-10T5-10CK終息,0,0,0,0,本,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2350,1645,2350,2350,1880,0,0,0000,,1290,1645,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011290,I/ODATA(CD-RWﾄﾞﾗｲﾌﾞ) CDRW-U5232V,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,9800,6860,9800,9800,7840,0,0,0000,,7350,6860,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011291,ﾀﾞｲﾜﾎﾞｳ(ﾒﾓﾘ) CM-DDR333256MD,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,8410,5887,8410,8410,6728,0,0,0000,,4942,5887,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011292,I/ODATA(DVDﾄﾞﾗｲﾌﾞ) DVR-UN16A,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,15700,10990,15700,15700,12560,0,0,0000,,10200,10990,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011293,ﾛｼﾞﾃｯｸ(HD) LHD-HA80SU2,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,26300,18410,26300,26300,21040,0,0,0000,,20777,18410,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011294,ﾊﾟﾅｿﾆｯｸ ﾚｯﾂﾉｰﾄ(A4)/CF-Y2FW3AXS(廃盤),0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,334740,234318,334740,334740,267792,0,0,0000,,223157,234318,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011295,PCA会計ﾊﾞｰｼﾞｮﾝｱｯﾌﾟ,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,0,0,0,0,0,0,0,0000,,20000,0,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011296,ｻﾑｽﾝ SYNCMASTER 712T,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,43800,30660,43800,43800,35040,0,0,0000,,29200,30660,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011297,SANWA(ｵﾌﾟﾄﾏｳｽ ｲｵｸﾞﾗﾝﾃﾞ) MA-IH2PW,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,3800,2660,3800,3800,3040,0,0,0000,,2090,3150,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011298,ﾘｺｰ IPSIO NX86S/509448,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,79800,55860,79800,79800,63840,0,0,0000,,47900,55860,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011299,SANWA(USBﾃﾝｷｰ) NT-2USV,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2950,2065,2950,2950,2360,0,0,0000,,1620,2065,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011300,日立 PC8DA7-XFC111101(FLORA310W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,224400,157080,224400,224400,179520,0,0,0000,,161600,157080,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011301,ｼﾏﾝﾃｯｸ(N.AV2005) 10296384-JP,0,0,0,0,個,0,,,,0001,0099,0097,0000,0000,2,0,0,0,6800,4760,6800,6800,5440,0,0,0000,,4211,4760,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011302,SHARP LL-M17W2,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,86100,60270,86100,86100,68880,0,0,0000,,57400,60270,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011303,ﾏｲｸﾛｿﾌﾄ(ｵﾌﾟﾃｨｶﾙﾃﾞｽｸﾄｯﾌﾟ)T20-00022廃,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,9190,6430,9190,9190,7352,0,0,0000,,6124,6430,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011304,日本ﾌｫｰﾑｻｰﾋﾞｽ(ｱｰﾑ)ｽﾀﾝﾀﾞｰﾄﾞ DENT-E2,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,115800,81060,115800,115800,92640,0,0,0000,,57900,81060,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011305,SANWA(ﾓﾊﾞｲﾙﾏｳｽ) MA-MBUS,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2500,1750,2500,2500,2000,0,0,0000,,1370,1750,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011306,ELECOM(LANｹｰﾌﾞﾙ) LD-CTX/BU10,0,0,0,0,本,0,,,,0001,0097,0097,0000,0000,2,0,0,0,2700,1890,2700,2700,2160,0,0,0000,,867,1890,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011307,ELECOM(ﾌﾟﾘﾝﾄｻｰﾊﾞ) LD-PS/U1,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,7480,5236,7480,7480,5984,0,0,0000,,5236,5236,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011308,ｺﾚｶﾞ(ｽｲｯﾁﾝｸﾞHUB) CG-FSW5MA,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,4300,3010,4300,4300,3440,0,0,0000,,2456,3010,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011309,BIC(LANｹｰﾌﾞﾙ) LAN503MK,0,0,0,0,本,0,,,,0001,0097,0097,0000,0000,2,0,0,0,525,368,525,525,420,0,0,0000,,350,368,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011310,ELECOM(ﾊﾟｿｺﾝﾗｯｸ) MLD-75HSV,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,24800,17360,24800,24800,19840,0,0,0000,,14880,17360,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011311,ELECOM(LANｹｰﾌﾞﾙ) LD-CT/LG1,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,400,280,400,400,320,0,0,0000,,152,280,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011312,SANWA(ﾏﾙﾁｷｰﾎﾞｰﾄﾞｶﾊﾞｰ) FA-MULTI3,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,1800,1260,1800,1800,1440,0,0,0000,,990,1260,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011315,SONY VAIO VGC-HX63B7,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,309540,216678,309540,309540,247632,0,0,0000,,207337,216678,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011316,ﾛｱｽ(ﾊﾟｿｺﾝﾃﾞｽｸ) DPX-1270,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,17000,11900,17000,17000,13600,0,0,0000,,9350,11900,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011317,ﾛｱｽ(机上ﾗｯｸ) DPK-1230,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,13000,9100,13000,13000,10400,0,0,0000,,7150,9100,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011318,ｵﾑﾛﾝ(交換用ﾊﾞｯﾃﾘｰ) BP50XF,0,0,0,0,個,0,20150917価格修正,,,0001,0097,0024,0000,0000,2,0,0,0,10600,7579,10600,10600,8480,0,0,0000,,7150,7579,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011319,I/ODATA(MOﾄﾞﾗｲﾌﾞ) MOC2-U640S,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,22100,15470,22100,22100,17680,0,0,0000,,16575,15470,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011320,SHARP LL-172AW(廃盤),0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,46500,32550,46500,46500,37200,0,0,0000,,0,32550,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011321,ﾘｺｰ IPSIO CX-6100D/509480,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,158000,110600,158000,158000,126400,0,0,0000,,102700,110600,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011322,ﾌﾞﾗｻﾞｰ(ﾃﾞｼﾞﾀﾙ複合機) MFC-620CLN,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,56100,39270,56100,56100,44880,0,0,0000,,37400,39270,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011323,ｲｰﾔﾏ 15JN1C,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,27750,19425,27750,27750,22200,0,0,0000,,18500,19425,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011324,日立 PC-XDG6-1211FGW(FLORA330)(廃盤),0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,93000,65100,93000,93000,74400,0,0,0000,,52824,65100,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011325,日立 PC-DT3158(廃盤),0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,55000,38500,55000,55000,44000,0,0,0000,,36960,38500,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011326,ｲｰﾔﾏ 17AC2-WA,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,33160,23212,33160,33160,26528,0,0,0000,,22105,23212,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011327,日立 PC8DE7-XFC5M5120(FLORA350W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,279000,195300,279000,279000,223200,0,0,0000,,200800,195300,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011328,日立 PC8NB6-XF71BBA10(FLORA270W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,171000,119700,171000,171000,136800,0,0,0000,,123100,119700,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011329,DELL DIMENSION 4700C,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,125400,125400,125400,125400,125400,0,0,0000,,125400,87780,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011330,DELL DIMENSION 2400,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,71477,71477,71477,71477,71477,0,0,0000,,71477,50033,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011331,SHARP LL-173AW(廃盤),0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,48000,33600,48000,48000,38400,0,0,0000,,0,32000,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011332,SANWA(液晶保護ﾌｨﾙﾑ) CRT-NT150U,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,4980,3486,4980,4980,3984,0,0,0000,,2730,3486,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011333,ﾊﾞｯﾌｧﾛｰ(ﾌﾟﾘﾝﾄｻｰﾊﾞｰ) LPV3-U2,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,8300,5810,8300,8300,6640,0,0,0000,,6142,5810,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011334,I/ODATA LCD-AD174CW,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,45800,32060,45800,45800,36640,0,0,0000,,35724,32060,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011335,I/ODATA(HD) HDPX-U30S,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,13600,9520,13600,13600,10880,0,0,0000,,10200,9520,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011336,ﾛｱｽ(ﾃﾞｽｸﾀｰﾅ) RQF-D50SM,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,8000,5600,8000,8000,6400,0,0,0000,,4400,5600,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011337,日立 PC8DG7-XF1211100(FLORA330W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,117000,81900,117000,117000,93600,0,0,0000,,84200,81900,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011338,ﾌﾟﾘﾝｽﾄﾝﾃﾝｸﾉﾛｼﾞｰ　PTFWV-15Z,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,32400,22680,32400,32400,25920,0,0,0000,,21600,22680,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011339,EPSON PM-G720,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,22700,15890,22700,22700,18160,0,0,0000,,15130,15890,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011340,ELECOM(ｾｷｭﾘﾃｨﾛｯｸ) ESL-27,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,3800,2660,3800,3800,3040,0,0,0000,,1831,2660,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011341,SANWA(ﾀﾞｲﾔﾙﾛｯｸ付PCｹｰｽ) BAG-ABS1,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,15500,10850,15500,15500,12400,0,0,0000,,7750,10850,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011342,SANWA(ﾊﾟｿｺﾝﾗｯｸ) RAC-EC3K,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,19800,13860,19800,19800,15840,0,0,0000,,10890,13860,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011343,I/ODATA(USB2.0I/Fﾎﾞｰﾄﾞ)USB2-PCIL4,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,1780,1246,1780,1780,1424,0,0,0000,,1087,1246,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011344,日立 PC8DG5-XFA361120(FLORA330W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,155000,108500,155000,155000,124000,0,0,0000,,111600,108500,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011345,日立 PC8NE1-XFH22BAH1(FLORA270W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,248400,173880,248400,248400,198720,0,0,0000,,178800,173880,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011346,ｿｰｽﾈｸｽﾄ(OCRｿﾌﾄ) 本格読取,0,0,0,0,,0,,,,0090,0099,0099,0000,0000,2,0,0,0,1886,1320,1886,1886,1508,0,0,0000,,1600,1320,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011347,ｿｰｽﾈｸｽﾄ(PDFｿﾌﾄ)いきなりPDFﾌﾟﾛﾌｪｯｼｮﾅﾙ,0,0,0,0,,0,,,,0090,0099,0099,0000,0000,2,0,0,0,2839,1987,2839,2839,2271,0,0,0000,,2302,1987,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011348,ｿｰｽﾈｸｽﾄ(ｿﾌﾄ)いきなりPDFtoData,0,0,0,0,,0,,,,0090,0099,0099,0000,0000,2,0,0,0,1886,1320,1886,1886,1508,0,0,0000,,1600,1320,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011349,CANON PIXUS MP790/9791A001,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,67320,47124,67320,67320,53856,0,0,0000,,44880,47124,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011350,日立 PC8DE6-XF2411610(FLORA350W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,119000,83300,119000,119000,95200,0,0,0000,,85700,83300,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011351,SANWA(ﾋﾞﾃﾞｵｹｰﾌﾞﾙ10m) KM-V6-100,0,0,0,0,本,0,,,,0001,0097,0097,0000,0000,2,0,0,0,1800,1260,1800,1800,1440,0,0,0000,,990,1260,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011352,ﾛｱｽ(ﾐﾆUSB2.0ケーブル2m) ZUH-M52D,0,0,0,0,本,0,,,,0001,0097,0097,0000,0000,2,0,0,0,1600,1120,1600,1600,1280,0,0,0000,,880,1120,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011353,ﾊﾞｯﾌｧﾛｰ(CD-RW) CRW-L40U2,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,8700,6090,8700,8700,6960,0,0,0000,,6438,6090,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011354,ﾌﾞﾗｯｸﾎﾞｯｸｽ(ｹｰﾌﾞﾙ) B1BJ10637-003M-MF,0,0,0,0,本,0,,,,0001,0097,0020,0000,0000,2,0,0,0,7450,5215,7450,7450,5960,0,0,0000,,7205,5215,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011355,HP Desktop dx6100 ST/CT DX894AV-ASHB,0,0,0,0,台,0,,,,0030,0002,0097,0000,0103,2,0,0,0,84800,84800,84800,84800,84800,0,0,0000,,81448,59360,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011356,ﾛｱｽ(ﾊﾟｿｺﾝﾃﾞｽｸ) ARD-202SW,0,0,0,0,台,0,,,,0001,0097,0097,0000,0000,2,0,0,0,16800,11760,16800,16800,13440,0,0,0000,,9240,11760,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011357,日立 PC8NC4-XF1131AB0(FLORA220W)廃盤,0,0,0,0,台,0,,,,0007,0002,0097,0000,0000,2,0,0,0,192000,134400,192000,192000,153600,0,0,0000,,124800,134400,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011358,ﾘｺｰ(ﾘﾌｧｸｽﾄﾅｰｶｰﾄﾘｯｼﾞ) ﾀｲﾌﾟ4,0,0,0,0,個,0,,,,0001,0099,0026,0000,0000,2,0,0,0,14000,9800,14000,14000,11200,0,0,0000,,9800,9800,00,00,0,0,0,0,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011359,PLANEX(HUB) SF-0224FS,0,0,0,0,個,0,,,,0001,0097,0097,0000,0000,2,0,0,0,57500,40250,57500,57500,46000,0,0,0000,,46370,48692,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
011360,富士通 FMV-C630/FMVC30P131,0,0,0,0,台,0,,,,0001,0002,0097,0000,0000,2,0,0,0,93000,65100,93000,93000,74400,0,0,0000,,0,65100,00,00,0,0,0,1,,,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0,1
